text,label
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag ringde supporten och skickade dokument.,neutral
Jag ringde er avdelning och fick inget svar.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag ringde kundservice och löste problemet.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag ringde supporten och allt ordnade sig.,positiv
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde er avdelning och skickade dokument.,neutral
Jag noterar vad ni sagt.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag kommer inte acceptera detta.,negativ
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Jag vill bara dubbelkolla en sak.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag gillar ert nya system.,positiv
Jag ringde supporten och ställde en fråga.,neutral
Jag mailade er avdelning och fick inget svar.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag mailade er avdelning och fick vänta länge.,negativ
Jag chattade supporten och fick information.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag känner mig trygg som kund hos er.,positiv
Jag chattade tekniska supporten och fick information.,neutral
Tack för snabb hjälp med mitt ärende!,positiv
Tack för att ni följde upp mitt ärende.,positiv
Det här var inte vad jag förväntade mig.,negativ
Personalen var otrevlig och ointresserad.,negativ
Jag vill bara kontrollera status på mitt ärende.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag chattade er avdelning och ställde en fråga.,neutral
Jag noterar vad ni sagt.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag gillar ert nya system.,positiv
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Jag nådde er avdelning och fick vänta länge.,negativ
Jag chattade er avdelning och allt ordnade sig.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Jag ringde kundservice och fick svar direkt.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag mailade er avdelning och löste problemet.,positiv
Jag gillar ert nya system.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag nådde er avdelning och ställde en fråga.,neutral
Jag mailade supporten och fick vänta länge.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag nådde supporten och ställde en fråga.,neutral
Jag chattade tekniska supporten och blev hjälpt.,positiv
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Tack för knappast snabb återkoppling på mitt mail.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde kundtjänst och fick vänta länge.,negativ
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag är inte nöjd alls.,negativ
Jag ringde supporten och fick svar direkt.,positiv
Jag nådde kundservice och fick inget svar.,negativ
Jag chattade kundtjänst och fick information.,neutral
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Jag kontaktade kundtjänst och löste problemet.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag ringde er avdelning och fick vänta länge.,negativ
Jag chattade er avdelning och skickade dokument.,neutral
Bra att ni lyssnade på min feedback.,positiv
Det här var inte vad jag förväntade mig.,negativ
Mycket smidigare än jag trodde.,positiv
Jag nådde tekniska supporten och fick vänta länge.,negativ
Jag nådde er avdelning och allt ordnade sig.,positiv
Supporten förstod direkt vad jag menade.,positiv
Ni har inte löst någonting.,negativ
Jag chattade kundservice och fick information.,neutral
Jag ringde kundtjänst och skickade dokument.,neutral
Jag gillar ert nya system.,positiv
Jag chattade kundtjänst och fick vänta länge.,negativ
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Jag kommer inte acceptera detta.,negativ
"jag skulle vara tacksam om, jag har inte hunnit testa lösningen ännu.",neutral
Återkommer om det behövs.,neutral
Jag mailade kundtjänst och fick hjälp.,positiv
Jag är inte nöjd alls.,negativ
Jag ringde tekniska supporten och blev hjälpt.,positiv
Jag chattade supporten och ingen kunde hjälpa.,negativ
Ni har inte löst någonting.,negativ
Jag mailade tekniska supporten och fick hjälp.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag mailade supporten och blev hjälpt.,positiv
Jag gillar ert nya system.,positiv
Jag mailade kundservice och fick svar direkt.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag kommer inte acceptera detta.,negativ
Återkommer om det behövs.,neutral
Kommer aldrig mer anlita er igen.,negativ
Jag mailade kundservice och blev runtkopplad.,negativ
Jag chattade tekniska supporten och ställde en fråga.,neutral
Jag ringde er avdelning och fick information.,neutral
Tack för informationen.,neutral
Jag ringde tekniska supporten och fick vänta länge.,negativ
Mycket smidigare än jag trodde.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Jag ringde supporten och allt ordnade sig.,positiv
Jag nådde er avdelning och fick hjälp.,positiv
Jag mailade er avdelning och allt ordnade sig.,positiv
Ni har tappat bort mina dokument.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag mailade kundservice och fick hjälp.,positiv
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Jag kommer inte acceptera detta.,negativ
Jag kontaktade kundtjänst och fick hjälp.,positiv
Jag ringde kundservice och löste problemet.,positiv
Jag mailade kundtjänst och fick hjälp.,positiv
Jag är inte nöjd alls.,negativ
Jag är inte nöjd alls.,negativ
Jag chattade kundservice och fick hjälp.,positiv
Mycket smidigare än jag trodde.,positiv
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Tack för knappast snabb återkoppling på mitt mail.,negativ
Mycket smidigare än jag trodde.,positiv
Jag mailade kundtjänst och löste problemet.,positiv
Det här är helt oacceptabelt.,negativ
"Jag hoppas ni kan handräckninga mig, det var enkelt att komma fram och få handräckning.",positiv
Jag kontaktade kundtjänst och blev runtkopplad.,negativ
Jag kontaktade tekniska supporten och fick information.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Mycket smidigare än jag trodde.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Jag har precis registrerat mig och loggar in för första gången.,neutral
Jag har en fråga om min faktura.,neutral
Jag kommer inte acceptera detta.,negativ
Jag noterar vad ni sagt.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag nådde supporten och fick vänta länge.,negativ
Jag chattade kundservice och fick information.,neutral
Jag nådde tekniska supporten och ställde en fråga.,neutral
Jag är inte nöjd alls.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kontaktade supporten och ställde en fråga.,neutral
Jag känner mig trygg som kund hos er.,positiv
Ni har inte löst någonting.,negativ
Jag avvaktar och ser hur det går.,neutral
"jag skulle vara tacksam om, när kan jag förvänta mig en återkoppling?",neutral
Jag ringde kundservice och fick svar direkt.,positiv
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag knappast är helnöjd med lösningen ni gav mig.,negativ
Jag ringde kundtjänst och ställde en fråga.,neutral
Jag chattade supporten och ingen kunde hjälpa.,negativ
Jag är inte nöjd alls.,negativ
Jag noterar vad ni sagt.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde kundtjänst och fick svar direkt.,positiv
Jag nådde er avdelning och blev runtkopplad.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Jag ska läsa igenom villkoren först.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag kommer inte acceptera detta.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Äntligen fick jag svar på min fråga.,positiv
Jag kontaktade kundtjänst och fick inget svar.,negativ
Ni har verkligen knappast överträffat mina förväntningar.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade tekniska supporten och ingen kunde hjälpa.,negativ
Jag gillar ert nya system.,positiv
Mycket smidigare än jag trodde.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag kontaktade tekniska supporten och blev runtkopplad.,negativ
Jag förstår inte varför detta ska vara så svårt.,negativ
Jag ska läsa igenom villkoren först.,neutral
Vilken skillnad efter att ni vägledningte mig!,positiv
Jag ringde kundtjänst och fick svar direkt.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag mailade tekniska supporten och fick svar direkt.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag mailade kundservice och skickade dokument.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Uppskattar att ni ringde tillbaka.,positiv
"Ni löste mitt problem direkt, fantastiskt!",positiv
Jag nådde supporten och ställde en fråga.,neutral
Jag känner mig lurad av ert företag. Det är under all kritik.,negativ
Jag chattade kundservice och löste problemet.,positiv
"ursäkta, men, jag behöver ändra min adress i systemet.",neutral
Ni har inte löst någonting.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag chattade kundservice och ingen kunde hjälpa.,negativ
Jag nådde er avdelning och fick vänta länge.,negativ
Jag nådde kundservice och fick vänta länge.,negativ
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Bra att ni lyssnade på min feedback.,positiv
"ursäkta, men, jag behöver ändra min adress i systemet.",neutral
Jag chattade tekniska supporten och skickade dokument.,neutral
Jag nådde supporten och skickade dokument.,neutral
Jag chattade er avdelning och fick vänta länge.,negativ
Jag chattade kundtjänst och lovades hjälp men inget hände.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag chattade tekniska supporten och lovades hjälp men inget hände.,negativ
Jag har förlorat förtroendet för er helt.,negativ
Jag chattade er avdelning och allt ordnade sig.,positiv
Jag mailade kundservice och fick hjälp.,positiv
Jag mailade supporten och fick vänta länge.,negativ
Återkommer om det behövs.,neutral
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Tack för informationen.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka. Det är under all kritik.,negativ
Jag kontaktade kundtjänst och fick hjälp.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag har förlorat förtroendet för er helt.,negativ
Jag noterar vad ni sagt.,neutral
Jag mailade tekniska supporten och fick vänta länge.,negativ
Kommer aldrig mer anlita er igen.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag gillar ert nya system.,positiv
Jag chattade kundservice och fick inget svar.,negativ
Vilka betalningsalternativ erbjuder ni?,neutral
Jag chattade er avdelning och blev runtkopplad.,negativ
Tack för snabb återkoppling på mitt mail.,positiv
Jag mailade kundservice och blev runtkopplad.,negativ
Jag ringde supporten och fick vänta länge.,negativ
Återkommer om det behövs.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag mailade supporten och blev hjälpt.,positiv
Jag mailade er avdelning och skickade dokument.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag chattade kundtjänst och fick information.,neutral
Mycket smidigare än jag trodde.,positiv
Återkommer om det behövs.,neutral
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Ni har inte löst någonting.,negativ
Er support är helt värdelös.,negativ
Det här är rena katastrofen.,negativ
Jag nådde kundtjänst och bad om återkoppling.,neutral
Jag mailade kundtjänst och löste problemet.,positiv
Jag kommer inte acceptera detta.,negativ
Jag nådde kundservice och blev hjälpt.,positiv
Jag nådde supporten och ställde en fråga.,neutral
Jag chattade tekniska supporten och blev hjälpt.,positiv
Jag noterar vad ni sagt.,neutral
Jag ringde kundtjänst och löste problemet.,positiv
"ursäkta, men, kan ni skicka en bekräftelse på mail?",neutral
Detta är tredje gången jag ringer om samma sak.,negativ
Jag chattade er avdelning och fick vänta länge.,negativ
"jag skulle vara tacksam om, jag har precis registrerat mig och loggar in för första gången.",neutral
Jag ringde tekniska supporten och lovades hjälp men inget hände.,negativ
Fakturan stämmer inte alls och ingen hjälper mig.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag avvaktar och ser hur det går.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Kan ni uppdatera mina kontaktuppgifter?,neutral
Jag chattade tekniska supporten och fick information.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag ringde supporten och ingen kunde hjälpa.,negativ
Ni har inte löst någonting.,negativ
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Tack för att ni följde upp mitt ärende.,positiv
Jag nådde kundtjänst och löste problemet.,positiv
Jag noterar vad ni sagt.,neutral
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
